BBL ,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Total Expenses
3045990038,"$499,765",,"$499,765",,"$166,588",,"$666,353","$358,532"
3045990043,"$532,052",,"$532,052",,"$119,987","$9,861","$676,635","$292,799"
3047960030,"$532,221",,"$532,221",,,"$3,227","$535,448","$212,459"
2045080041,"$743,573",,"$743,573",,,,"$743,573","$296,130"
2045160048,"$516,345","$50,956","$567,301",,,,"$629,841","$212,341"
2045940048,"$820,369",,"$820,369",,,,"$820,369","$384,031"
3059400045,"$695,030","$115,200","$810,230",,,,"$810,230","$241,160"
2032170027,"$577,539",,"$577,539",,,,"$577,539","$351,909"
2028210068,"$2,982,072",,"$2,982,072",,,,"$2,982,072","$1,614,490"
2023010045,"$291,759",,"$291,759",,"$47,495",,"$340,586","$93,901"
2027200028,"$369,222",,"$369,222",,,,"$369,222","$196,658"
3002580048,"$487,783",,"$487,783",,,,"$487,783","$99,663"
3023280008,"$172,253","$153,327","$325,580",,"$454,388",,"$779,968","$149,969"
4053310020,"$224,272","$226,183","$450,455",,,"$9,091","$461,746","$131,982"
4010030011,"$2,465,509",,"$2,465,509",,,,"$3,152,876","$351,328"
4010030011,"$2,465,509",,"$2,465,509",,,,"$3,152,876","$351,328"
4013380028,"$258,735","$267,397","$526,132",,,,"$526,742","$230,218"
4006590079,"$109,908","$271,601","$381,509",,,"$6,588","$417,361","$89,899"
1012270041,"$195,246","$455,574","$650,820",,,,"$650,820","$289,596"
1012530007,"$668,298","$511,052","$1,179,350",,,,"$1,179,350","$618,185"
1010380039,"$199,812","$718,210","$918,022",,,,"$918,022","$384,059"
1011400133,"$391,412","$537,011","$928,423",,"$137,012",,"$1,123,506","$500,441"
1011280109,"$42,987","$257,840","$300,827",,,,"$300,827","$122,090"
1011650103,"$49,231",,"$49,231",,,,"$199,204","$65,618"
1012320036,"$117,931","$586,117","$704,048",,"$384,312",,"$1,088,360","$442,760"
1012350009,,"$646,244",646244,,"$242,412",,"$888,652","$290,142"
1011260053,"$38,104","$348,844","$386,948",,,,"$386,946","$149,487"
1011270006,"$103,712","$476,150","$579,862",,,,"$579,862","$205,255"
1011410029,"$133,712","$332,640","$466,352",,,,"$466,352","$141,765"
1011670104,"$481,293","$901,212","$1,382,505",,,,"$1,382,505","$440,009"
1009200045,"$31,817","$502,670","$534,487",,,,"$558,247","$323,629"
1009960054,"$147,588",,"$147,588",,"$706,633",,"$978,522","$171,957"
1010550063,,"$443,018",443018,,"$246,025",,"$689,043","$189,574"
1010640002,"$114,791","$761,020","$875,811",,"$189,112",,"$1,064,923","$391,229"
1011210052,"$131,212","$178,670","$309,882",,,,"$309,882","$110,930"
1011260001,"$32,912","$546,870","$579,782",,"$871,663",,"$1,451,445","$395,487"
1007690008,,"$6,000",6000,"$66,000","$9,400",,"$111,400","$86,317"
1002380021,"$150,670","$78,100","$228,770",,"$134,485",,"$363,255","$156,142"
1002800025,"$222,427",,"$222,427",,,,"$222,427","$175,158"
1004350014,"$85,320","$334,753","$420,073",,"$140,003",,"$561,714","$153,933"
4001530012,"$647,834","$197,100","$844,934",,,"$12,914","$869,779","$283,029"
1022220029,"$974,753",,"$974,753","$30,917",,"$29,160","$1,056,085","$453,145"
1021220058,"$313,965","$380,765","$694,730",,"$435,710",,"$1,130,440","$460,654"
1004890030,"$116,862","$455,652","$572,514",,"$125,112","$6,137","$732,239","$285,601"
1013430036,"$254,406","$4,293,556","$4,547,962","$85,440",,,"$4,645,522","$2,033,983"
1003851102,"$1,591,432",,"$1,591,432",,,,"$1,596,482","$393,212"
1021390350,"$566,950","$93,600","$660,550",,,,"$690,102","$393,528"
1008720050,"$304,373","$940,769","$1,245,142",,,"$2,014","$1,256,516","$346,132"
1022370008,"$1,089,487","$253,027","$1,342,514",,"$426,981","$34,665","$2,089,241","$932,599"
1021220110,"$599,793","$138,600","$738,393",,,,"$738,393","$453,321"
1021700252,"$574,568",,"$574,568",,,,"$574,568","$558,183"
1021750100,"$596,426","$52,800","$649,226",,"$30,716",,"$679,942","$400,625"
1008790017,"$165,920","$2,110,242","$2,276,162",,"$625,000",,"$2,947,117","$935,560"
1002370017,"$85,002","$855,258","$940,260",,"$240,204",,"$1,231,203","$308,683"
1020700036,"$534,167","$164,760","$698,927",,"$307,091",,"$1,054,928","$430,426"
1016330041,"$396,184",,"$396,184",,"$79,141",,"$482,750","$187,521"
1011380036,"$26,139","$256,667","$282,806",,"$194,990",,"$488,751","$209,991"
1011380034,"$8,356","$362,796","$371,152",,"$700,840",,"$1,177,892","$165,071"
1011380033,"$25,293","$253,482","$278,775",,,,"$278,815","$166,875"
1017080045,"$207,412",,"$207,412",,"$147,482",,"$407,469","$266,704"
3025500078,"$184,997","$25,800","$210,797",,,,"$240,797","$127,707"
1008260016,"$12,405","$482,149","$494,554",,"$144,588",,"$674,659","$171,894"
1012350038,"$61,260","$245,032","$306,292",,,,,"$118,253"
1012350039,"$73,360","$201,730","$275,090",,,,"$275,090","$160,897"
1012350040,"$131,944","$150,796","$282,740",,,,"$282,740","$133,376"
1012350041,"$105,136","$120,150","$225,286",,,,"$225,286","$201,338"
1018820063,,"$335,350",335350,,"$788,154",,"$1,181,543","$239,025"
1019930104,"$92,426","$301,116","$393,542",,,,"$393,542","$155,055"
1020930034,"$21,699",,"$21,699",,"$258,796",,"$346,927","$188,208"
1015080033,,"$116,850",116850,,"$707,297",,"$874,376","$180,612"
1018750058,"$493,047","$1,081,782","$1,574,829",,,,"$1,577,764","$880,160"
1014120016,"$79,489","$321,393","$400,882","$192,500","$1,266,795",,"$1,954,771","$790,193"
1014120016,"$79,489","$321,393","$400,882","$192,500","$1,266,795",,"$1,954,771","$790,193"
1013850056,"$10,973",,"$10,973","$125,201","$2,742,499",,"$3,485,499","$419,018"
1013870052,"$11,385",,"$11,385","$90,458","$833,942",,"$1,027,684","$147,364"
1013880017,"$36,885",,"$36,885",,"$1,541,623",,"$1,767,267","$218,844"
1012260040,"$334,940","$1,672,700","$2,007,640","$194,756",,,"$2,248,263","$1,155,285"
1016030001,"$165,474","$3,595,306","$3,760,780",,"$1,539,650",,"$5,435,606","$2,469,233"
1010480020,"$2,067,320","$9,269,401","$11,336,721","$8,163,221","$1,523,529",,"$22,858,088","$8,308,946"
1005060016,"$534,878","$1,557,169","$2,092,047","$57,796",,,"$2,149,843","$574,393"
2028250017,,"$4,043,982",4043982,,,,"$4,504,559","$2,196,555"
2024540019,"$1,358,024",,"$1,358,024",,"$158,349",,"$1,728,837","$726,843"
1021360210,"$1,775,203",,"$1,775,203",,,"$3,211","$1,810,569","$697,847"
1020970040,"$1,326,491","$146,012","$1,472,503",,,"$95,988","$1,600,932","$754,075"
4158100001,"$27,014,823",,"$27,014,823",,"$746,590","$29,215","$29,585,784","$16,214,413"
1014360033,"$799,572","$498,358","$1,297,930",,"$69,233",,"$1,367,163","$400,837"
1014360035,"$799,572","$498,358","$1,297,930",,"$69,233",,"$1,367,163","$400,837"
1014360033,"$799,572","$498,358","$1,297,930",,"$69,233",,"$1,367,163","$400,837"
1014360035,"$799,572","$498,358","$1,297,930",,"$69,233",,"$1,367,163","$400,837"
1014360033,"$799,572","$498,358","$1,297,930",,"$69,233",,"$1,367,163","$400,837"
1014360035,"$799,572","$498,358","$1,297,930",,"$69,233",,"$1,367,163","$400,837"
1013900016,"$8,640","$102,163","$110,803",,"$493,010",,"$608,061","$283,434"
1013820024,,"$82,087",82087,"$579,319","$591,208",,"$1,446,622","$259,364"
1002930015,"$126,980","$161,942","$288,922",,"$30,400",,"$319,322","$137,636"
3061140005,"$911,081",,"$911,081",,"$176,358","$15,488","$1,106,527","$396,314"
3050850045,"$1,064,542",,"$1,064,542",,,"$19,449","$1,113,435","$482,741"
3046530043,"$1,265,141",,"$1,265,141",,,"$3,300",,"$567,516"
3032370027,"$295,660","$43,319","$338,979",,,,"$370,319","$286,324"
3032310001,"$304,810",,"$304,810",,,"$1,027,440","$1,370,275","$534,813"
3009360008,"$60,306","$513,129","$573,435",,"$209,967",,"$967,816","$501,594"
4031730046,"$750,322",,"$750,322",,,,"$756,498","$411,344"
4024740010,"$1,138,688",,"$1,138,688",,,,"$1,162,243","$396,212"
4019370001,"$5,054,518",,"$5,054,518",,,,"$5,487,281","$2,551,968"
4012940036,"$1,998,223",,"$1,998,223",,"$406,514","$40,040","$2,444,777","$923,461"
4012940029,"$1,998,223",,"$1,998,223",,"$406,514","$40,040","$2,444,777","$923,461"
3055760001,"$1,342,988",,"$1,342,988",,,"$74,496","$1,421,684","$662,457"
1010890001,"$32,392,016",,"$32,392,016",,"$2,245,932",,"$36,722,705","$15,303,939"
1004870026,,"$68,400",68400,"$160,747","$872,627",,"$1,384,208","$152,155"
1004730014,"$111,358","$265,581","$376,939",,"$2,268,787",,"$3,499,188","$727,086"
1004730010,"$67,380",,"$67,380",,"$5,692,500",,"$7,849,066","$1,016,532"
1002100018,,"$636,773",636773,,,,"$644,523","$277,121"
1002100007,,"$558,887",558887,,"$75,048",,"$633,935","$280,922"
1000970032,"$496,581",,"$496,581",,"$192,293",,"$698,591","$246,951"
1000970030,,"$614,667",614667,,"$318,299",,"$1,014,380","$233,194"
1000970026,"$55,987","$365,050","$421,037",,,,"$424,162","$244,638"
1000970024,"$39,048","$497,672","$536,720",,"$209,040",,"$803,103","$249,171"
1000970018,"$1,365,812",,"$1,365,812",,"$373,428",,"$1,780,164","$568,424"
1016450015,,"$915,827",915827,,,"$668,795","$1,622,558","$810,419"
1014450029,,"$122,368",122368,,"$137,132",,"$259,500","$332,441"
3059380023,"$470,858","$275,693","$746,551",,,,"$748,357","$653,957"
1014920015,"$567,573","$3,898,361","$4,465,934","$341,480","$1,464,120",,"$6,375,652","$2,054,834"
1013730030,,"$19,386,142",19386142,,"$6,000","$13,433,809","$33,208,584","$13,525,471"
1013440030,"$1,064,797","$3,047,749","$4,112,546",,"$982,092",,"$5,130,005","$6,492,387"
1013210034,"$803,324","$1,754,759","$2,558,083","$101,297",,,"$2,781,434","$1,447,148"
1012350010,"$248,009","$971,211","$1,219,220",,"$657,467",,"$1,943,566","$793,016"
1012290049,"$26,525","$198,630","$225,155","$27,620","$235,344",,"$492,303","$116,098"
1012290047,"$56,188","$182,120","$238,308",,"$235,344",,"$477,082","$108,608"
1012290046,,"$281,654",281654,,"$170,978",,"$479,439","$149,805"
1012290045,"$105,352","$207,056","$312,408",,"$169,478",,"$487,518","$195,516"
1011710148,"$13,488,488",,"$13,488,488",,"$1,139,962",,"$14,956,749","$4,355,196"
1010330032,,"$21,391",21391,,"$30,000",,"$537,808","$295,008"
1000970001,,"$532,208",532208,,"$440,896",,"$973,782","$151,008"
1015610013,"$71,764","$342,850","$414,614",,,,"$445,002","$135,293"
1015470041,"$138,170","$234,575","$372,745",,,,"$372,745","$136,738"
1011840002,"$148,001","$354,718","$502,719",,,,"$504,443","$167,099"
1019410026,"$362,606",,"$362,606",,,,"$547,131","$25,342"
1010610053,"$61,658","$346,526","$408,184",,,,"$410,559","$90,795"
1010610052,"$68,070","$314,686","$382,756",,,,"$384,251","$96,542"
1010610051,"$39,583","$383,222","$422,805",,,,"$428,183","$164,454"
1010610050,"$62,438","$484,227","$546,665",,,,"$549,550","$173,302"
1010600044,"$78,520",,"$78,520",,,,"$134,520","$188,806"
1010600013,"$18,830","$301,604","$320,434",,"$61,099",,"$447,499","$173,404"
1010440010,"$41,079","$285,751","$326,830",,,,"$329,797","$96,841"
1009400046,"$20,613","$943,359","$963,972",,,,"$976,688","$345,121"
1009100021,,"$395,613",395613,,,,"$398,588","$96,463"
1009090010,"$75,719","$548,191","$623,910",,,,"$627,160","$156,362"
1009080033,"$19,928","$352,366","$372,294",,"$170,428",,"$581,070","$147,326"
1009070010,"$72,739","$530,492","$603,231",,,,"$608,587","$350,369"
1006310027,"$30,254","$531,164","$561,418",,,,"$564,968","$165,045"
1004880006,"$284,040","$466,899","$750,939",,"$38,754",,"$793,309","$204,403"
1004540029,"$111,954","$400,561","$512,515",,,,"$513,484","$132,788"
1004470046,"$52,708","$575,511","$628,219",,"$109,119",,"$786,163","$157,092"
1004470036,"$66,858","$972,278","$1,039,136",,,,"$1,046,785","$276,607"
1004470023,"$26,463","$318,668","$345,131",,,,"$346,936","$113,805"
1004400024,"$46,829","$1,202,513","$1,249,342",,"$85,136",,"$1,419,374","$435,393"
1014670015,"$154,309","$225,080","$379,389",,"$154,548",,"$538,158","$143,291"
1012500045,"$105,668","$394,566","$500,234",,,,"$502,828","$148,812"
1010760033,"$58,967","$375,683","$434,650",,"$174,761",,"$637,419","$142,235"
1009120049,"$33,280","$470,515","$503,795",,,,"$506,270","$162,218"
1007690051,"$81,241","$393,132","$474,373",,,,"$476,827","$183,844"
1007650014,"$71,013","$518,432","$589,445",,,,"$590,381","$159,913"
1007650013,"$99,013","$434,378","$533,391",,,,"$534,245","$131,686"
1007220031,"$326,453","$38,203","$364,656",,,,"$365,420","$106,915"
1006240044,"$273,777","$1,201,099","$1,474,876",,,,"$1,480,591","$478,425"
1006120018,"$104,125","$335,663","$439,788",,"$44,400",,"$486,166","$164,676"
1005880039,"$86,484","$717,385","$803,869",,,,"$808,844","$158,417"
1005830040,"$75,489","$1,153,523","$1,229,012",,,,"$1,237,511","$314,468"
1005270048,,"$75,974",75974,"$158,926",,,"$256,923","$38,971"
1003990036,,"$430,517",430517,,"$141,829",,"$596,646","$138,053"
1003990035,"$23,818","$422,984","$446,802",,"$23,818",,"$472,570","$153,984"
1003910055,"$63,505","$327,925","$391,430",,,,"$396,339","$202,393"
1003540036,,"$228,150",228150,"$110,000","$248,218",,"$591,546","$181,786"
1022500058,"$1,311,461","$693,218","$2,004,679",,"$84,000",,"$2,281,622","$1,218,041"
1012320033,"$667,574",,"$667,574",,"$192,273",,"$867,603","$246,083"
1010630012,"$8,389","$403,871","$412,260",,"$16,410",,"$469,834","$151,973"
1006100046,"$231,958","$273,113","$505,071",,,,"$506,030","$119,378"
1005590042,"$252,042","$286,022","$538,064",,"$44,836",,"$586,766","$145,696"
1005070004,"$113,022","$725,055","$838,077",,"$154,767",,"$1,041,746","$309,878"
1004930012,"$49,193","$453,149","$502,342",,,,"$506,427","$185,574"
1004360020,"$41,161","$569,963","$611,124",,"$230,156",,"$928,368","$117,809"
1004360019,"$13,234","$315,243","$328,477",,"$79,656",,"$429,197","$80,619"
1004340023,"$45,687","$298,658","$344,345",,,,"$345,560","$90,022"
1003990038,"$33,669","$377,940","$411,609",,"$124,175",,"$582,702","$261,526"
3001670016,"$98,551",,"$98,551",,"$539,940",,"$713,039","$322,388"
2057930467,"$941,657","$186,949","$1,128,606",,,,"$1,188,680","$769,028"
1016800001,"$252,314","$262,465","$514,779",,"$164,015",,"$708,135","$790,544"
1016770042,"$129,743","$404,405","$534,148",,"$59,447",,"$618,010","$277,316"
1016290062,"$70,309","$333,406","$403,715",,,,"$404,812","$140,110"
1013900009,"$100,755","$718,308","$819,063",,,,"$823,593","$269,388"
1012120022,"$141,839","$338,677","$480,516",,,,"$481,090","$127,397"
1011960046,"$251,454","$525,565","$777,019",,,,"$778,596","$208,239"
1009230039,"$112,639","$3,453,121","$3,565,760",,,,"$3,562,112","$1,023,852"
1005030026,"$382,055","$389,732","$771,787",,"$196,577",,"$1,034,848","$228,199"
3068020041,"$1,022,956",,"$1,022,956",,,,"$1,022,956","$421,043"
4006560056,,"$268,585",268585,,,,"$313,012","$72,763"
4033580052,"$752,601","$281,752","$1,034,353",,"$24,201",,"$1,074,011","$548,798"
5005890053,"$903,352","$255,558","$1,158,910",,,,"$1,202,308","$845,349"
5005890044,"$813,967","$287,616","$1,101,583",,,,"$1,137,275","$657,012"
5005890035,"$897,630","$247,766","$1,145,396",,,,"$1,183,748","$630,389"
5007520001,"$322,842",,"$322,842",,"$94,567","$1,316,363","$1,755,735","$797,532"
1015650035,"$1,001,428","$6,242,748","$7,244,176","$289,628",,"$5,601","$7,756,561","$2,637,355"
1014920056,"$135,884","$2,264,278","$2,400,162",,"$1,842,892",,"$4,562,781","$1,134,234"
1014130016,"$119,914","$247,834","$367,748","$25,200","$1,819,847","$3,258","$2,482,215","$550,146"
1014130056,"$119,914","$247,834","$367,748","$25,200","$1,819,847","$3,258","$2,482,215","$550,146"
1014130016,"$119,914","$247,834","$367,748","$25,200","$1,819,847","$3,258","$2,482,215","$550,146"
1014130056,"$119,914","$247,834","$367,748","$25,200","$1,819,847","$3,258","$2,482,215","$550,146"
1009910060,,"$56,667,830",56667830,"$1,402,440","$229,618","$2,590,787","$65,293,842","$30,525,068"
1009910061,,"$56,667,830",56667830,"$1,402,440","$229,618","$2,590,787","$65,293,842","$30,525,068"
1009910060,,"$56,667,830",56667830,"$1,402,440","$229,618","$2,590,787","$65,293,842","$30,525,068"
1009910061,,"$56,667,830",56667830,"$1,402,440","$229,618","$2,590,787","$65,293,842","$30,525,068"
1000160205,,"$21,669,273",21669273,,"$75,557",,"$22,188,725","$8,298,300"
4093040011,"$1,008,192",,"$1,008,192",,,"$73,535","$1,175,734","$363,634"
4088570075,"$824,877",,"$824,877",,,"$9,597","$849,155","$311,166"
4014690058,"$1,266,135",,"$1,266,135",,,"$35,989","$1,304,392","$415,569"
4014550050,"$1,552,878",,"$1,552,878",,,"$116,901","$1,682,059","$608,602"
4001410027,"$1,382,806",,"$1,382,806",,,"$47,987","$1,442,140","$549,212"
4001400025,"$1,345,060","$31,200","$1,376,260",,,"$24,183","$1,409,189","$544,156"
3052370046,"$473,839",,"$473,839",,,,"$473,954","$323,262"
3051620022,"$764,780",,"$764,780",,,"$36,326","$801,106","$293,154"
3050860022,"$532,747","$132,000","$664,747",,,"$12,020","$676,767","$279,161"
3002350046,"$520,428","$1,096,800","$1,617,228",,,"$11,686","$1,681,342","$343,830"
1005850001,"$2,617,774","$1,965,559","$4,583,333",,"$697,158",,"$5,534,020","$1,227,146"
1014070059,,"$109,246",109246,,"$116,936",,"$243,481","$117,565"
3076550045,"$736,182",,"$736,182",,,,"$742,574","$377,665"
3076540024,"$857,885",,"$857,885",,,,"$878,236","$416,664"
4076720002,"$13,412,773",,"$13,412,773",,,"$133,212","$14,192,589","$4,986,151"
4076600002,"$13,412,773",,"$13,412,773",,,"$133,212","$14,192,589","$4,986,151"
4076580002,"$13,412,773",,"$13,412,773",,,"$133,212","$14,192,589","$4,986,151"
4076440002,"$13,412,773",,"$13,412,773",,,"$133,212","$14,192,589","$4,986,151"
4068780001,"$2,505,671","$1,061,856","$3,567,527",,,"$107,137","$3,852,474","$1,764,092"
4066770001,"$2,505,671","$1,061,856","$3,567,527",,,"$107,137","$3,852,474","$1,764,092"
4008960053,"$3,257,309",,"$3,257,309",,,,"$3,515,320","$1,402,999"
1011960004,,"$239,243",239243,,,,"$239,243","$110,483"
4001960022,"$1,011,638","$244,440","$1,256,078",,,"$25,212","$1,293,830","$445,608"
4001890019,"$771,584","$641,640","$1,413,224",,,"$39,990","$1,465,543","$528,081"
4001390011,"$926,410","$932,100","$1,858,510",,,"$16,442","$1,886,764","$631,688"
3066530034,"$1,756,232",,"$1,756,232",,,"$20,869","$1,809,594","$709,649"
1010480001,"$207,814","$54,381","$262,195",,"$368,020",,"$683,383","$160,560"
1006190001,"$353,206","$1,045,673","$1,398,879",,"$650,450",,"$2,158,818","$569,360"
1005120015,"$26,364","$35,820","$62,184","$2,326,301","$3,533,268",,"$5,921,753","$1,350,405"
1005120014,"$47,460","$256,843","$304,303",,"$440,000",,"$744,303","$360,919"
1004930041,"$794,004",,"$794,004","$168,789","$190,312","$6,614,572","$7,851,791","$1,795,472"
1015370022,"$4,339,844","$8,146,963","$12,486,807","$219,134","$485,484","$7,464,680","$21,929,240","$8,282,433"
1012050029,"$521,232","$2,912,833","$3,434,065",,"$133,752",,"$3,569,257","$2,160,729"
1012720001,"$829,692","$8,822,062","$9,651,754",,"$3,017,985",,"$13,811,637","$6,470,391"
1009020022,"$190,008","$700,837","$890,845",,,,,"$237,558"
1009020020,"$123,400","$835,775","$959,175",,,,"$959,175","$253,826"
1008180010,"$81,707","$3,777,347","$3,859,054",,,,"$3,897,341","$1,354,421"
3087150068,"$812,747",,"$812,747",,,,"$812,747","$371,938"
3065920006,"$802,810",,"$802,810",,"$167,405",,"$970,215","$433,422"
3065230027,"$1,348,561",,"$1,348,561","$58,490","$262,260",,"$1,669,311","$707,500"
3033300032,"$931,301",,"$931,301",,,,"$935,961","$747,677"
3018120042,"$1,000,702",,"$1,000,702",,,"$2,366,056","$3,479,400","$2,251,134"
3012050028,"$391,353",,"$391,353",,,,"$1,517,561","$1,037,720"
3086610078,,"$1,031,741",1031741,,,,"$1,057,624","$439,710"
3063310048,,"$677,438",677438,,,,"$679,872","$329,914"
3052180039,"$1,160,795","$110,299","$1,271,094",,,,"$1,316,373","$604,179"
1021340030,"$894,676","$163,755","$1,058,431",,,"$10,693","$1,079,870","$723,783"
1013690037,"$39,806","$664,538","$704,344",,,,"$741,311","$357,736"
1007750044,"$16,164,108",,"$16,164,108",,"$3,573,576",,"$20,818,610","$4,903,277"
1007750046,"$16,164,108",,"$16,164,108",,"$3,573,576",,"$20,818,610","$4,903,277"
1007320058,,"$3,023,291",3023291,,,,"$3,068,373","$1,105,094"
4066360001,"$1,827,891","$397,817","$2,225,708",,,,"$2,359,172","$980,443"
4050500039,"$1,505,080",,"$1,505,080",,,,"$1,631,942","$917,319"
4050230007,"$1,313,717",,"$1,313,717","$78,711",,,"$1,432,053","$732,828"
4050210031,"$1,415,760","$51,120","$1,466,880","$21,987",,,"$1,611,826","$710,352"
4031660095,"$1,863,418","$139,316","$2,002,734",,,,"$2,095,317","$780,610"
3086650547,"$1,784,611",,"$1,784,611",,,,"$1,784,611","$681,408"
3059170016,"$999,533",,"$999,533",,,,"$999,533","$288,302"
3051200012,"$1,530,662",,"$1,530,662",,,,"$1,530,662","$594,465"
4052360029,"$1,069,137",,"$1,069,137",,,,"$1,075,977","$423,865"
4051900014,"$1,053,963",,"$1,053,963",,,,"$1,093,196","$468,284"
4015580026,"$917,632",,"$917,632",,,,"$917,632","$278,254"
4015050079,"$525,682",,"$525,682",,,,"$527,769","$360,766"
4014780001,"$750,641",,"$750,641",,"$331,210",,"$1,083,522","$461,164"
4014560022,"$840,336",,"$840,336",,,,"$840,366","$275,015"
4014520006,"$648,515",,"$648,515",,,,"$651,163","$458,759"
4012610054,"$656,699",,"$656,699",,"$31,522",,"$689,734","$264,772"
4006510001,"$664,121",,"$664,121",,,,"$669,999","$288,633"
4006340001,"$477,984","$72,562","$550,546",,,,"$550,546","$316,017"
4005820049,"$1,063,034",,"$1,063,034",,,,"$1,079,216","$445,803"
3086880035,"$347,018",,"$347,018",,,"$399,490","$746,508","$242,520"
3074050058,"$382,712",,"$382,712",,,"$170,030","$552,742","$204,238"
3063190006,"$414,970",,"$414,970",,,"$204,937","$619,907","$272,639"
3061160041,"$802,480",,"$802,480",,,,"$802,480","$294,461"
3060850001,"$768,305",,"$768,305",,,,"$768,305","$243,317"
3052060017,"$754,558",,"$754,558",,,"$120,758","$875,316","$412,982"
2032760005,"$701,343",,"$701,343",,"$322,023","$462,822","$1,486,188","$697,022"
1010549060,,"$347,540",347540,,,,"$347,819","$108,348"
1007570066,,"$9,717,269",9717269,,"$3,074,126",,"$13,331,441","$4,150,187"
1007570001,,"$9,717,269",9717269,,"$3,074,126",,"$13,331,441","$4,150,187"
1007570066,,"$9,717,269",9717269,,"$3,074,126",,"$13,331,441","$4,150,187"
1007570001,,"$9,717,269",9717269,,"$3,074,126",,"$13,331,441","$4,150,187"
1005100030,"$48,985","$117,000","$165,985",,"$1,254,511",,"$1,474,496","$501,166"
1001370029,,"$10,200",10200,,"$123,600",,"$133,800","$63,619"
1000560004,"$203,678","$15,432,594","$15,636,272",,"$111,843","$562,588","$16,910,654","$4,151,613"
1021420073,"$553,766",,"$553,766",,"$391,155",,"$972,479","$520,250"
1021420066,"$686,503",,"$686,503",,"$570,909",,"$1,327,016","$429,453"
1021370065,"$599,579",,"$599,579",,,,"$602,280","$478,640"
1021370058,"$621,951",,"$621,951",,"$63,350",,"$685,301","$267,059"
1021350020,"$1,110,236",,"$1,110,236",,,,"$1,110,236","$455,684"
1021350017,"$975,369",,"$975,369",,,,"$975,369","$372,032"
1021350013,"$713,965",,"$713,965",,,,"$736,561","$542,198"
1020020017,,"$379,347",379347,,,,"$379,347","$192,621"
1018750053,"$69,867","$449,100","$518,967",,"$512,850",,"$1,036,617","$699,774"
1018750010,"$232,992","$572,290","$805,282","$21,600","$623,999",,"$1,464,681","$881,401"
1015790002,,"$1,008,244",1008244,,,,"$1,010,811","$334,073"
1015640031,"$259,353","$1,417,038","$1,676,391",,,,"$1,697,166","$673,088"
1015580011,"$11,053","$731,509","$742,562",,,,"$743,712","$247,392"
1015520027,"$19,272","$993,518","$1,012,790",,"$179,140",,"$1,218,354","$442,902"
1015260045,"$77,958","$390,794","$468,752",,"$271,786",,"$786,977","$280,585"
1015170037,"$153,923","$265,121","$419,044",,"$368,025",,"$797,758","$318,122"
1015120010,"$61,929","$461,213","$523,142","$67,685",,,"$597,559","$249,232"
1015060016,"$302,880","$416,530","$719,410",,,,"$719,410","$186,203"
1014710021,"$247,631","$796,919","$1,044,550",,,,"$1,430,020","$482,050"
1014690010,"$265,122","$420,572","$685,694",,,,"$696,351","$292,274"
1014140016,"$280,909",,"$280,909",,"$131,578",,"$412,487","$152,940"
1013980006,"$13,920","$1,062,258","$1,076,178","$206,476",,,"$1,352,869","$474,170"
1013110045,,"$7,736,011",7736011,,"$214,988",,"$8,003,752","$2,405,440"
1012990048,,"$2,714,867",2714867,,$50,,"$3,217,507","$1,799,216"
1012720068,"$14,393",,"$14,393",,,,"$14,393","$443,567"
1012630054,,"$179,057",179057,,"$609,934",,"$814,220","$165,207"
1012350061,"$547,694","$2,437,848","$2,985,542",,,,"$3,024,076","$1,522,840"
1012110052,"$370,214","$919,843","$1,290,057",,,,"$1,294,155","$830,412"
1011630020,"$208,518","$846,208","$1,054,726","$126,200",,,"$1,180,926","$486,931"
1011470033,"$55,229","$714,102","$769,331",,"$712,763",,"$1,580,544","$668,788"
1011390001,"$58,183","$27,044,248","$27,102,431","$474,984","$537,207",,"$29,255,640","$8,351,799"
1009250060,"$102,174","$2,362,485","$2,464,659",,,,"$2,484,864","$779,865"
1008500039,"$103,519","$3,651,049","$3,754,568",,"$807,093",,"$5,395,317","$1,814,841"
1008180019,,"$2,355,271",2355271,,,,"$2,382,597","$704,168"
1007990001,"$59,277","$261,294","$320,571",,"$708,761",,"$1,128,256","$314,519"
1007640007,"$65,827","$1,477,768","$1,543,595",,"$150,823",,"$1,726,539","$1,224,184"
1005720072,"$347,631",,"$347,631",,"$182,845",,"$530,476","$115,550"
1005720069,"$313,675","$51,730","$365,405",,"$13,500",,"$378,905","$139,704"
1005700017,"$14,383","$682,555","$696,938",,,,"$1,142,740","$395,781"
1005700008,"$99,086","$2,272,515","$2,371,601",,,,"$2,392,950","$977,283"
1005580010,"$21,687","$2,077,881","$2,099,568",,"$843,604",,"$3,016,869","$666,083"
1005550014,"$16,793","$1,263,772","$1,280,565",,"$348,869",,"$1,762,460","$668,498"
1005020014,"$23,979","$683,952","$707,931",,,,"$714,996","$193,901"
1002000030,"$79,724","$246,000","$325,724",,,,"$327,373","$152,034"
1018511002,"$1,494,728","$9,174,537","$10,669,265",,"$1,959,867",,"$13,275,717","$2,576,715"
1018511004,"$1,494,728","$9,174,537","$10,669,265",,"$1,959,867",,"$13,275,717","$2,576,715"
1018511002,"$1,494,728","$9,174,537","$10,669,265",,"$1,959,867",,"$13,275,717","$2,576,715"
